Event_Name,Date,Fav_Fighter,Un_Fighter,Fighter_ID_Fav,Fighter_ID_Un,Result_Fav,Result_Un,Round,Round_Format,Weight_Class,Time,Method,Height_Fav,Reach_Fav,Stance_Fav,Height_Un,Reach_Un,Stance_Un,Age_At_Fight_Fav_Days,Age_At_Fight_Un_Days,Age_At_Fight_Fav_Years,Age_At_Fight_Un_Years,Age_Diff_Years,Age_Diff_Days,Avg_Odds_Fav,Avg_Odds_Un,Med_Odds_Fav,Med_Odds_Un,Impld_Prob_Avg_Fav,Impld_Prob_Avg_Un,Impld_Prob_Med_Fav,Impld_Prob_Med_Un,USodds_Fav_1,USodds_Un_1,USodds_Fav_2,USodds_Un_2,USodds_Fav_3,USodds_Un_3,USodds_Fav_4,USodds_Un_4,USodds_Fav_5,USodds_Un_5,Decodds_Fav_1,Decodds_Un_1,Decodds_Fav_2,Decodds_Un_2,Decodds_Fav_3,Decodds_Un_3,Decodds_Fav_4,Decodds_Un_4,Decodds_Fav_5,Decodds_Un_5,KD_Fav,KD_Un,Pass_Fav,Pass_Un,Rev_Fav,Rev_Un,Sig_Str_Fav,Sig_Str_Un,Sig_Str_Body_Fav,Sig_Str_Body_Un,Sig_Str_Clinch_Fav,Sig_Str_Clinch_Un,Sig_Str_Distance_Fav,Sig_Str_Distance_Un,Sig_Str_Ground_Fav,Sig_Str_Ground_Un,Sig_Str_Head_Fav,Sig_Str_Head_Un,Sig_Str_Leg_Fav,Sig_Str_Leg_Un,Sig_Str_Pct_Fav,Sig_Str_Pct_Un,Sub_Att_Fav,Sub_Att_Un,TD_Fav,TD_Un,TD_Pct_Fav,TD_Pct_Un,Total_Str_Fav,Total_Str_Un,Nickname_Fav,Nickname_Un,DOB_Fav,DOB_Un,Betting_ID,Event_ID,Fight_ID,Details
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Jack Shore,Nohelin Hernandez,http://ufcstats.com/fighter-details/b8a85389d115e35a,http://ufcstats.com/fighter-details/f97c5433c77522d3,W,L,3,3 Rnd (5-5-5),Bantamweight Bout,2:51,Submission,"5' 8""","71.0""",Orthodox,"5' 10""","71.0""",Orthodox,9000,9342,24.65753425,25.59452055,-0.936986301,-342,1.454448875,2.78,1.444444444,2.75,68.75456519,35.97122302,69.23076923,36.36363636,-230,175,-225,190,-200,160,-221,190,-227,175,1.434782609,2.75,1.444444444,2.9,1.5,2.6,1.452488688,2.9,1.440528634,2.75,0,0,11,0,0,1,46 of 92,6 of 36,2 of 2,0 of 0,3 of 4,2 of 4,26 of 58,4 of 32,17 of 30,0 of 0,33 of 76,5 of 34,11 of 14,1 of 2,50%,16%,1,0,4 of 7,0 of 0,57%,0%,81 of 139,9 of 39,"""Tank""","""Suave""",2/6/1995,3/1/1994,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/fc16ccf0994c6e50,
UFC Fight Night: Hermansson vs. Cannonier,9/28/2019,Brandon Davis,Giga Chikadze,http://ufcstats.com/fighter-details/cc351e408bbb7d43,http://ufcstats.com/fighter-details/9560ff14eb3129f7,L,W,3,3 Rnd (5-5-5),Featherweight Bout,5:00,Decision - Split,"5' 10""","72.0""",Orthodox,"6' 0""","74.0""",Orthodox,10735,11356,29.4109589,31.11232877,-1.701369863,-621,1.622485198,2.33,1.625,2.35,61.63384426,42.91845494,61.53846154,42.55319149,-160,125,-158,138,-170,135,-155,137,-161,130,1.625,2.25,1.632911392,2.38,1.588235294,2.35,1.64516129,2.37,1.621118012,2.3,0,0,4,1,0,1,34 of 99,59 of 119,5 of 9,8 of 16,3 of 3,0 of 0,26 of 91,43 of 99,5 of 5,16 of 20,20 of 77,44 of 91,9 of 13,7 of 12,34%,49%,0,0,3 of 7,1 of 2,42%,50%,36 of 103,71 of 133,"""Killer B""",,5/8/1990,8/25/1988,https://www.bestfightodds.com/events/ufc-on-espn-18-hermansson-vs-cannonier-1747,http://www.ufcstats.com/event-details/1bf49bf829964144,http://www.ufcstats.com/fight-details/688908886d8ac900,Cezary Wojciechowski28 - 29.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Yair Rodriguez,Jeremy Stephens,http://ufcstats.com/fighter-details/cbf5e6f231b55443,http://ufcstats.com/fighter-details/18968f97ad34f15c,NC,NC,1,5 Rnd (5-5-5-5-5),Featherweight Bout,0:15,Could Not Continue,"5' 11""","71.0""",0,"5' 9""","71.0""",Orthodox,9846,12172,26.97534247,33.34794521,-6.37260274,-2326,1.819212189,1.988650948,1.833333333,2,54.96884894,50.28534551,54.54545455,50,-130,100,-117,-103,-130,100,-115,102,-120,-105,1.769230769,2,1.854700855,1.970873786,1.769230769,2,1.869565217,2.02,1.833333333,1.952380952,0,0,0,0,0,0,2 of 2,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,0 of 1,0 of 0,0 of 0,0 of 0,0 of 1,2 of 2,0 of 0,100%,0%,0,0,0 of 0,0 of 0,0%,0%,2 of 2,0 of 1,"""El Pantera""","""Lil' Heathen""",10/6/1992,5/25/1986,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/62acea88e628c3ca,
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Alexa Grasso,Carla Esparza,http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fighter-details/d910665038efc639,L,W,3,3 Rnd (5-5-5),Women's Strawweight Bout,5:00,Decision - Majority,"5' 5""","66.0""",Orthodox,"5' 1""","63.0""",None,9539,11669,26.13424658,31.96986301,-5.835616438,-2130,1.633876954,2.308,1.64516129,2.34,61.20411931,43.32755633,60.78431373,42.73504274,-145,115,-155,135,-180,140,-152,134,-161,130,1.689655172,2.15,1.64516129,2.35,1.555555556,2.4,1.657894737,2.34,1.621118012,2.3,0,0,0,1,1,1,45 of 103,44 of 80,4 of 6,11 of 14,3 of 6,6 of 9,34 of 88,28 of 59,8 of 9,10 of 12,41 of 97,27 of 60,0 of 0,6 of 6,43%,55%,1,0,0 of 1,4 of 11,0%,36%,103 of 169,115 of 157,,"""Cookie Monster""",8/9/1993,10/10/1987,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/b2cdb4c34f37ad37,Richard Winter29 - 28.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Askar Askarov,Brandon Moreno,http://ufcstats.com/fighter-details/b1d19449397541dc,http://ufcstats.com/fighter-details/792be9a24df82ed6,D,D,3,3 Rnd (5-5-5),Flyweight Bout,5:00,Decision - Split,"5' 6""","67.0""",Orthodox,"5' 7""","70.0""",Orthodox,9843,9419,26.96712329,25.80547945,1.161643836,424,1.62671278,2.318,1.625,2.34,61.47366716,43.14063848,61.53846154,42.73504274,-150,120,-154,134,-160,125,-161,142,-175,138,1.666666667,2.2,1.649350649,2.34,1.625,2.25,1.621118012,2.42,1.571428571,2.38,0,1,4,1,1,1,30 of 63,34 of 82,4 of 5,6 of 12,4 of 4,2 of 2,9 of 39,18 of 55,17 of 20,14 of 25,24 of 56,28 of 69,2 of 2,0 of 1,47%,41%,0,0,4 of 11,1 of 1,36%,100%,53 of 90,70 of 120,"""Bullet""","""The Assassin Baby""",10/9/1992,12/7/1993,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/fd3e8f61d8fda839,Sal D'amato28 - 28.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Irene Aldana,Vanessa Melo,http://ufcstats.com/fighter-details/578ef12674df1e6a,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a,W,L,3,3 Rnd (5-5-5),Women's Bantamweight Bout,5:00,Decision - Unanimous,"5' 9""","68.0""",Orthodox,"5' 5""","65.0""",Orthodox,11501,11500,31.50958904,31.50684932,0.002739726,1,1.163722552,5.14,1.168067227,5.15,85.93113525,19.45525292,85.61151079,19.41747573,-650,425,-550,400,-595,380,-572,415,-714,450,1.153846154,5.25,1.181818182,5,1.168067227,4.8,1.174825175,5.15,1.140056022,5.5,0,0,0,0,0,0,125 of 333,68 of 250,21 of 34,9 of 28,1 of 1,0 of 0,124 of 332,68 of 250,0 of 0,0 of 0,79 of 271,48 of 207,25 of 28,11 of 15,37%,27%,0,0,0 of 0,0 of 1,0%,0%,127 of 335,68 of 250,,"""Miss Simpatia""",3/26/1988,3/27/1988,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/c163ed45c21c8548,Brian Puccillo30 - 26.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Martin Bravo,Steven Peterson,http://ufcstats.com/fighter-details/9c44f290f5726d95,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,L,W,2,3 Rnd (5-5-5),Featherweight Bout,1:31,KO/TKO,"5' 8""","71.0""",Southpaw,"5' 10""","70.0""",Orthodox,9496,10707,26.01643836,29.33424658,-3.317808219,-1211,1.737071356,2.12,1.740740741,2.1,57.56815898,47.16981132,57.44680851,47.61904762,-130,100,-140,120,-135,105,-141,125,-133,110,1.769230769,2,1.714285714,2.2,1.740740741,2.05,1.709219858,2.25,1.751879699,2.1,0,1,0,0,0,0,86 of 199,49 of 105,20 of 33,12 of 17,1 of 1,1 of 2,85 of 198,46 of 98,0 of 0,2 of 5,60 of 157,33 of 84,6 of 9,4 of 4,43%,46%,0,0,2 of 5,0 of 0,40%,0%,93 of 206,53 of 109,"""El Toro""","""Ocho""",9/21/1993,5/29/1990,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/49b2a6a93d529981,
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Jose Quinonez,Carlos Huachin,http://ufcstats.com/fighter-details/36549928f90f1d36,http://ufcstats.com/fighter-details/225def29ecfe0fc1,W,L,3,3 Rnd (5-5-5),Bantamweight Bout,5:00,Decision - Unanimous,"5' 8""","69.0""",0,"5' 4""","67.0""",Southpaw,10647,8509,29.16986301,23.31232877,5.857534247,2138,1.593909483,2.388,1.588235294,2.45,62.73881989,41.8760469,62.96296296,40.81632653,-170,133,-170,145,-185,145,-172,151,-149,120,1.588235294,2.33,1.588235294,2.45,1.540540541,2.45,1.581395349,2.51,1.67114094,2.2,1,0,2,0,0,0,60 of 117,32 of 115,8 of 13,6 of 25,0 of 1,0 of 2,40 of 92,30 of 109,20 of 24,2 of 4,36 of 80,22 of 84,16 of 24,4 of 6,51%,27%,0,0,2 of 5,0 of 0,40%,0%,71 of 130,37 of 121,"""Teco""","""Perro Malo""",7/28/1990,6/4/1996,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/953c89aa931082e4,Bladimir Puga30 - 27.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Kyle Nelson,Polo Reyes,http://ufcstats.com/fighter-details/31f8081c7600da93,http://ufcstats.com/fighter-details/edd02825c29028fe,W,L,1,3 Rnd (5-5-5),Featherweight Bout,1:36,KO/TKO,"5' 11""","71.0""",Switch,"5' 11""","71.0""",None,10381,12736,28.44109589,34.89315068,-6.452054795,-2355,1.850148992,1.947875472,1.869565217,1.952380952,54.04970108,51.33798408,53.48837209,51.2195122,-115,-115,-115,-105,-135,100,-103,-109,-125,100,1.869565217,1.869565217,1.869565217,1.952380952,1.740740741,2,1.970873786,1.917431193,1.8,2,0,0,0,0,0,0,12 of 16,6 of 10,4 of 4,5 of 6,10 of 13,3 of 3,2 of 3,3 of 7,0 of 0,0 of 0,8 of 12,0 of 3,0 of 0,1 of 1,75%,60%,0,0,0 of 2,0 of 0,0%,0%,12 of 16,7 of 11,"""The Monster""","""El Toro""",4/20/1991,11/7/1984,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/ad878cdd4fa36a3a,
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Angela Hill,Ariane Carnelossi,http://ufcstats.com/fighter-details/f0feeb2192937424,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,W,L,3,3 Rnd (5-5-5),Women's Strawweight Bout,1:56,TKO - Doctor's Stoppage,"5' 3""","64.0""",Orthodox,"5' 2""","61.0""",Orthodox,12670,9804,34.71232877,26.86027397,7.852054795,2866,1.886397892,1.920120459,1.869565217,1.909090909,53.01108553,52.08006587,53.48837209,52.38095238,-115,-115,-110,-110,-120,-105,102,-115,-125,100,1.869565217,1.869565217,1.909090909,1.909090909,1.833333333,1.952380952,2.02,1.869565217,1.8,2,0,0,0,0,0,0,92 of 184,72 of 186,32 of 46,15 of 26,35 of 45,15 of 30,57 of 139,57 of 156,0 of 0,0 of 0,60 of 137,36 of 137,0 of 1,21 of 23,50%,38%,0,0,0 of 0,0 of 1,0%,0%,93 of 185,83 of 197,"""Overkill""","""Sorriso""",1/12/1985,11/17/1992,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/52311c2cd0c84d67,
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Sergio Pettis,Tyson Nam,http://ufcstats.com/fighter-details/de75d1c45a39e221,http://ufcstats.com/fighter-details/6e00cfffd54653c4,W,L,3,3 Rnd (5-5-5),Flyweight Bout,5:00,Decision - Unanimous,"5' 6""","69.0""",Orthodox,"5' 7""","68.0""",Orthodox,9530,13134,26.10958904,35.98356164,-9.873972603,-3604,1.326480999,3.41,1.333333333,3.35,75.38743492,29.3255132,75,29.85074627,-300,225,-315,265,-300,220,-279,235,-345,260,1.333333333,3.25,1.317460317,3.65,1.333333333,3.2,1.358422939,3.35,1.289855072,3.6,0,0,0,0,0,0,96 of 253,40 of 170,5 of 13,7 of 15,5 of 7,2 of 6,90 of 245,38 of 164,1 of 1,0 of 0,76 of 224,28 of 149,15 of 16,5 of 6,37%,23%,0,0,0 of 0,0 of 0,0%,0%,96 of 253,43 of 173,,,8/18/1993,10/6/1983,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/d9c0351cd21e40e0,Richard Winter30 - 27.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Vinicius Moreira,Paul Craig,http://ufcstats.com/fighter-details/acb36c908d415c4a,http://ufcstats.com/fighter-details/eabf206b162b3b83,L,W,1,3 Rnd (5-5-5),Light Heavyweight Bout,3:19,Submission,"6' 4""","76.0""",Orthodox,"6' 3""","76.0""",Orthodox,11162,11621,30.58082192,31.83835616,-1.257534247,-459,1.897055901,1.902058062,1.869565217,1.869565217,52.71325951,52.57463061,53.48837209,53.48837209,-115,-115,-105,-115,-120,-110,103,-116,-125,100,1.869565217,1.869565217,1.952380952,1.869565217,1.833333333,1.909090909,2.03,1.862068966,1.8,2,0,1,0,1,0,0,1 of 3,18 of 27,0 of 0,2 of 2,0 of 0,6 of 6,1 of 3,1 of 3,0 of 0,11 of 18,0 of 2,16 of 25,1 of 1,0 of 0,33%,66%,0,1,0 of 0,1 of 1,0%,100%,1 of 3,33 of 43,"""Mamute""","""Bearjew""",2/28/1989,11/27/1987,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/8cf6b22995c9efb8,
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Sijara Eubanks,Bethe Correia,http://ufcstats.com/fighter-details/4234f0097c83fa62,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,L,W,3,3 Rnd (5-5-5),Women's Bantamweight Bout,5:00,Decision - Unanimous,"5' 4""","67.0""",0,"5' 5""","64.0""",Orthodox,12565,13240,34.42465753,36.2739726,-1.849315068,-675,1.335657475,3.32,1.333333333,3.25,74.86949452,30.12048193,75,30.76923077,-300,225,-300,250,-315,225,-299,250,-278,210,1.333333333,3.25,1.333333333,3.5,1.317460317,3.25,1.334448161,3.5,1.35971223,3.1,0,0,1,0,0,0,77 of 169,59 of 127,12 of 23,12 of 19,8 of 10,5 of 9,55 of 140,54 of 118,14 of 19,0 of 0,58 of 138,42 of 101,7 of 8,5 of 7,45%,46%,0,0,1 of 5,0 of 1,20%,0%,94 of 186,77 of 146,"""Sarj""","""Pitbull""",4/27/1985,6/22/1983,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/c2b842fae4e9f1dc,Richard Winter28 - 29.
UFC Fight Night: Rodriguez vs. Stephens,9/21/2019,Claudio Puelles,Marcos Mariano,http://ufcstats.com/fighter-details/d747eb273a40a920,http://ufcstats.com/fighter-details/72e5e5a6edfa8223,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 11""","72.0""",Southpaw,"6' 1""","76.0""",Switch,8553,12032,23.43287671,32.96438356,-9.531506849,-3479,1.275492079,3.79,1.263157895,3.7,78.40111411,26.38522427,79.16666667,27.02702703,-380,270,-385,320,-335,240,-391,315,-333,250,1.263157895,3.7,1.25974026,4.2,1.298507463,3.4,1.255754476,4.15,1.3003003,3.5,0,0,7,0,0,0,22 of 34,2 of 9,1 of 2,2 of 3,0 of 0,0 of 0,1 of 5,2 of 8,21 of 29,0 of 1,21 of 32,0 of 6,0 of 0,0 of 0,64%,22%,2,0,4 of 6,0 of 0,66%,0%,101 of 116,5 of 12,"""El Nino""","""Dhalsim""",4/21/1996,10/12/1986,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,http://www.ufcstats.com/event-details/94a5aaf573f780ad,http://www.ufcstats.com/fight-details/4f7ec66199bba232,Bladimir Puga30 - 25.
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Justin Gaethje,Donald Cerrone,http://ufcstats.com/fighter-details/9e8f6c728eb01124,http://ufcstats.com/fighter-details/1d00756835ca67c9,W,L,1,5 Rnd (5-5-5-5-5),Lightweight Bout,4:18,KO/TKO,"5' 11""","70.0""",Orthodox,"6' 1""","73.0""",Orthodox,11261,13318,30.85205479,36.48767123,-5.635616438,-2057,1.561781715,2.452,1.571428571,2.5,64.02943447,40.78303426,63.63636364,40,-180,140,-175,150,-175,135,-172,151,-189,150,1.555555556,2.4,1.571428571,2.5,1.571428571,2.35,1.581395349,2.51,1.529100529,2.5,1,0,0,0,0,0,40 of 61,17 of 52,0 of 2,4 of 6,2 of 3,0 of 0,36 of 55,17 of 52,2 of 3,0 of 0,27 of 44,12 of 45,13 of 15,1 of 1,65%,32%,0,0,0 of 0,0 of 0,0%,0%,40 of 61,17 of 52,"""The Highlight""","""Cowboy""",11/14/1988,3/29/1983,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/490724f8b3658f67,
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Nikita Krylov,Glover Teixeira,http://ufcstats.com/fighter-details/1091d4d957141094,http://ufcstats.com/fighter-details/7ff97850e8c32bda,L,W,3,3 Rnd (5-5-5),Light Heavyweight Bout,5:00,Decision - Split,"6' 3""","77.0""",Orthodox,"6' 2""","76.0""",Orthodox,10052,14566,27.53972603,39.90684932,-12.36712329,-4514,1.858030885,1.941747725,1.869565217,1.943396226,53.82041859,51.49999598,53.48837209,51.45631068,-115,-115,-114,-106,-125,-105,-106,-106,-125,100,1.869565217,1.869565217,1.877192982,1.943396226,1.8,1.952380952,1.943396226,1.943396226,1.8,2,0,0,5,4,1,2,47 of 95,43 of 71,17 of 19,4 of 4,3 of 3,10 of 10,37 of 85,22 of 45,7 of 7,11 of 16,20 of 66,39 of 67,10 of 10,0 of 0,49%,60%,1,2,2 of 4,1 of 6,50%,16%,74 of 123,85 of 119,"""The Miner""",,3/7/1992,10/28/1979,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/36d90f1812f0d432,Sal D'amato29 - 28.
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Jeff Hughes,Todd Duffee,http://ufcstats.com/fighter-details/6a11e325aa60ad02,http://ufcstats.com/fighter-details/bda04c573563cc2e,NC,NC,1,3 Rnd (5-5-5),Heavyweight Bout,4:03,Could Not Continue,"6' 2""","77.0""",Orthodox,"6' 3""","78.0""",Orthodox,11442,12335,31.34794521,33.79452055,-2.446575342,-893,1.797973138,2.02647619,1.793650794,2,55.61818355,49.34674311,55.75221239,50,-130,100,-126,106,-120,-105,-126,112,-125,100,1.769230769,2,1.793650794,2.06,1.833333333,1.952380952,1.793650794,2.12,1.8,2,0,1,0,0,0,0,16 of 29,30 of 66,0 of 0,5 of 6,2 of 6,9 of 12,14 of 23,19 of 51,0 of 0,2 of 3,12 of 24,25 of 60,4 of 5,0 of 0,55%,45%,0,0,0 of 0,1 of 3,0%,33%,26 of 39,38 of 74,"""Lights Out""",,5/17/1988,12/6/1985,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/8ae79d7967681db8,
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Antonio Carlos Junior,Uriah Hall,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,http://ufcstats.com/fighter-details/65578a75fa7900e3,L,W,3,3 Rnd (5-5-5),Middleweight Bout,5:00,Decision - Split,"6' 2""","79.0""",Orthodox,"6' 0""","79.0""",Orthodox,10774,12828,29.51780822,35.14520548,-5.62739726,-2054,1.397613442,3.028,1.4,3.05,71.55054253,33.02509908,71.42857143,32.78688525,-280,210,-240,205,-220,165,-278,234,-250,200,1.357142857,3.1,1.416666667,3.05,1.454545455,2.65,1.35971223,3.34,1.4,3,0,1,2,1,0,0,22 of 69,34 of 79,5 of 5,3 of 4,2 of 2,1 of 1,18 of 65,22 of 61,2 of 2,11 of 17,16 of 63,31 of 75,1 of 1,0 of 0,31%,43%,0,0,3 of 8,0 of 0,37%,0%,81 of 148,41 of 86,"""Cara de Sapato""","""Prime Time""",3/16/1990,7/31/1984,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/ece3a7a9e930ef9d,Sal D'amato29 - 28.
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Michel Pereira,Tristan Connelly,http://ufcstats.com/fighter-details/595db60957de51d3,http://ufcstats.com/fighter-details/2ebfbe72ed703925,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"6' 1""","73.0""",Orthodox,"5' 10""","68.0""",Orthodox,9474,12329,25.95616438,33.77808219,-7.821917808,-2855,1.204435061,4.59,1.2,4.5,83.02647706,21.78649237,83.33333333,22.22222222,-500,350,-500,385,-450,315,-435,345,-588,400,1.2,4.5,1.2,4.85,1.222222222,4.15,1.229885057,4.45,1.170068027,5,0,0,0,3,0,0,32 of 75,64 of 125,17 of 29,7 of 13,9 of 9,14 of 20,23 of 66,23 of 71,0 of 0,27 of 34,13 of 44,51 of 106,2 of 2,6 of 6,42%,51%,0,1,2 of 5,0 of 6,40%,0%,56 of 107,151 of 222,"""Demolidor""","""Boondock""",10/6/1993,12/12/1985,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/dadaee9624256e07,Dave Hagen27 - 29.
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Jimmy Crute,Misha Cirkunov,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,http://ufcstats.com/fighter-details/67f272324a030d00,L,W,1,3 Rnd (5-5-5),Light Heavyweight Bout,3:38,Submission,"6' 2""","74.0""",Orthodox,"6' 3""","77.0""",Orthodox,8594,11887,23.54520548,32.56712329,-9.021917808,-3293,1.849671706,1.952132356,1.833333333,1.952380952,54.063648,51.2260348,54.54545455,51.2195122,-120,-110,-120,100,-120,-110,-111,-101,-118,-105,1.833333333,1.909090909,1.833333333,2,1.833333333,1.909090909,1.900900901,1.99009901,1.847457627,1.952380952,0,0,0,4,1,2,21 of 35,6 of 10,2 of 2,2 of 2,4 of 5,2 of 3,2 of 3,1 of 3,15 of 27,3 of 4,19 of 33,4 of 8,0 of 0,0 of 0,60%,60%,0,1,0 of 0,1 of 2,0%,50%,28 of 45,22 of 29,,,3/4/1996,2/27/1987,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/92b98afec5eb4e05,
UFC Fight Night: Cowboy vs. Gaethje,9/14/2019,Augusto Sakai,Marcin Tybura,http://ufcstats.com/fighter-details/441eacbe20e0e80b,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,W,L,1,3 Rnd (5-5-5),Heavyweight Bout,0:59,KO/TKO,"6' 3""","77.0""",Orthodox,"6' 3""","78.0""",Orthodox,10355,12362,28.36986301,33.86849315,-5.498630137,-2007,1.808553965,2.014865424,1.826446281,1.952380952,55.29279299,49.63110627,54.75113122,51.2195122,-125,-105,-143,123,-115,-115,-121,107,-118,-105,1.8,1.952380952,1.699300699,2.23,1.869565217,1.869565217,1.826446281,2.07,1.847457627,1.952380952,1,0,0,0,0,0,15 of 27,6 of 7,2 of 2,1 of 1,7 of 7,0 of 0,6 of 18,6 of 7,2 of 2,0 of 0,13 of 25,1 of 2,0 of 0,4 of 4,55%,85%,0,0,0 of 0,0 of 0,0%,0%,15 of 27,6 of 7,,"""Tybur""",5/9/1991,11/9/1985,https://www.bestfightodds.com/events/ufc-on-espn-16-cowboy-vs-gaethje-1735,http://www.ufcstats.com/event-details/4834ff149dc9542a,http://www.ufcstats.com/fight-details/9d3a38cc18807e10,
